37, 227
50, 215
50, 100
2, 20
-4, 82
31, 165
-22, 127
-76, 97
34, 130
53, 124
-39, 120
-31, 144
33, 142
55, 131
10, 119
-31, 194
-77, 201
-11, 70
91, 8
65, 36
39, 68
55, 100
-20, 147
-68, 177
26, 196
-18, 192
-132, 98
-53, 86
34, 168
37, 129
6, 41
50, 42
84, 107
-5, 147
-105, 162
-66, 144
47, 88
144, 95
161, 203
80, 249
0, 223
43, 190
32, 150
15, 123
-20, 125
-25, 89
17, 97
10, 129
-11, 77
-25, 56
-42, 154
-14, 234
55, 256
68, 217
1, 199
-10, 208
15, 178
44, 210
51, 231
-3, 203
-65, 213
-6, 150
123, 110
67, 141
-24, 80
-49, 55
-121, 87
-124, 107
-76, 143
0, 175
26, 156
22, 105
-43, 72
-62, 55
-19, 69
-10, 130
-30, 179
12, 163
51, 174
31, 185
12, 129
28, 128
44, 152
76, 150
44, 148
-91, 144
-133, 90
-67, 12
-29, 33
-18, 31
-10, 46
-11, 92
-44, 125
-22, 124
-24, 92
-8, 95
43, 133
26, 191
-47, 189
-49, 127
-40, 84
-29, 111
13, 118
18, 104
-8, 143
-78, 163
-84, 125
-16, 104
-17, 124
-17, 90
16, 110
-15, 239
-30, 279
-21, 177
-31, 93
-35, 173
28, 202
7, 149
-70, 148
-57, 137
-50, 125
-53, 87
-57, 76
-55, 96
-16, 104
-11, 97
-57, 116
-61, 200
-62, 200
-100, 132
-43, 126
75, 192
103, 217
-4, 156
-119, 132
-145, 173
-80, 201
-28, 141
14, 69
-17, 94
-15, 111
-28, 152
-78, 226
-52, 246
-20, 153
-2, 90
-61, 130
-113, 180
-51, 179
-46, 121
-126, 109
-83, 125
-5, 170
-34, 203
-59, 205
-8, 186
-49, 167
-65, 161
-3, 161
34, 185
30, 136
-21, 130
-37, 140
-1, 98
20, 104
-15, 124
-18, 161
-30, 203
-62, 182
-94, 185
-42, 177
82, 181
39, 145
-72, 43
-90, 50
-42, 131
-46, 141
-78, 123
-60, 65
-37, 144
-11, 183
39, 134
15, 95
-27, 107
-31, 136
-14, 84
-56, 94
-90, 152
-39, 148
-22, 145
-85, 97
-109, 111
1, 168
69, 117
-29, 92
-47, 116
-57, 90
-94, 84
-46, 93
-18, 41
-68, 44
-107, 135
-42, 96
29, 7
17, 40
-57, 78
-134, 54
-141, 64
-121, 118
-63, 103
-8, 104
-13, 181
-14, 166
-19, 167
-17, 194
33, 123
4, 99
-79, 150
-82, 184
-31, 132
-47, 153
-76, 202
-15, 162
26, 152
63, 185
55, 117
-11, 106
-70, 171
-82, 124
-30, 79
-96, 40
-127, 4
-51, 46
10, 86
16, 108
18, 145
19, 145
-29, 132
-54, 94
-58, 45
-15, 37
-12, 69
-43, 163
-65, 218
-48, 204
-24, 211
-15, 154
11, 74
18, 114
8, 160
29, 91
60, 45
38, 104
-34, 142
-64, 85
52, 63
158, 93
71, 132
0, 174
17, 190
52, 111
64, -34
-19, -35
-43, 89
5, 113
5, 41
19, 94
-9, 186
-72, 142
-46, 126
39, 137
42, 124
42, 139
-7, 113
-127, 67
-88, 130
-3, 139
-43, 88
-81, 46
-67, 81
-81, 164
-80, 151
-58, 140
2, 154
27, 120
41, 101
32, 141
-11, 128
15, 39
41, 22
36, 87
5, 184
-10, 126
53, 24
98, 84
75, 148
6, 118
-3, 20
25, 27
25, 80
-11, 8
-13, 11
46, 110
30, 153
-17, 90
-41, 73
15, 149
27, 166
19, 83
10, 50
-18, 153
-89, 192
-76, 39
21, 14
108, 182
36, 184
13, 140
46, 206
-42, 208
-44, 96
35, 62
-2, 87
-86, 120
-24, 76
52, 92
104, 178
14, 168
-56, 147
-48, 90
-82, 85
-109, 124
-4, 139
3, 179
-47, 149
-34, 54
-54, 13
-45, 18
23, 49
23, 84
12, 77
7, 93
15, 92
-33, 87
-96, 77
-90, 81
-126, 159
-90, 163
-6, 147
26, 126
-36, 121
-104, 92
-62, 74
-87, 93
-88, 61
-34, 28
5, 104
-35, 137
-102, 163
-43, 231
76, 182
-81, 75
-200, 62
-39, 69
18, 108
-78, 71
-82, 91
-2, 158
-33, 113
-63, 51
-43, 55
-60, 127
-52, 131
-47, 67
17, 49
17, 110
-60, 153
-77, 102
-76, 112
-53, 116
-25, 48
-80, 12
-88, 45
-61, 61
-74, 126
-84, 165
-19, 16
3, -17
-17, 139
20, 186
80, 148
50, 166
-49, 176
-46, 152
20, 184
49, 148
-28, 96
-46, 54
-26, 54
-66, 106
10, 93
124, 113
139, 148
23, 158
-71, 185
-58, 140
-109, 99
-104, 85
-24, 25
9, -4
30, -4
40, -15
16, -29
-9, -10
-11, 47
-3, 107
11, 66
30, 28
55, 63
42, 120
-34, 179
-115, 208
-28, 143
11, 64
-26, 125
-71, 142
-179, 126
-116, 227
10, 259
118, 97
144, 55
71, 103
-7, 154
-98, 184
-109, 178
-45, 181
-67, 215
-99, 193
-51, 116
-43, 128
-40, 148
-54, 103
-64, 124
-42, 167
-86, 154
-97, 160
-37, 155
-61, 94
-111, 21
-128, 56
-22, 139
77, 103
36, 127
-4, 210
13, 224
-122, 239
-138, 220
-48, 123
-9, 83
9, 56
18, 90
3, 181
-86, 194
-69, 157
-7, 111
-18, 129
30, 133
69, 52
-30, 70
-10, 168
86, 147
73, 66
10, 67
-18, 115
16, 109
17, 93
34, 147
81, 217
65, 203
65, 204
50, 193
31, 117
-1, 56
2, 105
16, 120
-6, 80
-16, 137
-25, 195
-1, 187
23, 164
-3, 156
-55, 174
-85, 165
19, 206
52, 255
-44, 193
-40, 88
-21, 70
-49, 139
-52, 160
-20, 98
17, 53
-14, 89
-70, 99
-85, 145
-2, 82
-21, 73
-104, 151
-41, 120
54, 85
53, 153
-21, 190
-41, 174
-39, 195
0, 208
-31, 118
-16, 79
68, 105
117, 168
99, 156
-4, 138
-20, 141
-49, 142
-47, 168
59, 157
62, 94
58, 83
54, 76
-1, 121
34, 203
70, 173
97, 170
96, 191
33, 137
57, 24
34, 26
-11, 110
-9, 111
-40, 60
-70, 57
2, 110
53, 115
-5, 135
-69, 185
-136, 166
-88, 129
4, 116
16, 149
43, 146
79, 101
63, 105
65, 136
32, 199
9, 225
-13, 159
13, 133
-2, 117
23, 82
7, -3
-8, 10
-1, 147
-29, 215
27, 200
37, 115
21, 90
62, 153
-10, 143
-124, 158
-72, 153
5, 120
-46, 137
-90, 95
-77, 38
-40, 96
28, 177
80, 132
80, 116
-26, 144
-140, 186
-74, 148
-6, 42
-33, 47
-15, 125
-23, 128
-55, 160
-95, 141
-82, 68
-89, 53
-140, 125
-86, 122
-16, 91
9, 95
34, 121
-17, 99
-97, 132
-35, 187
-7, 126
-74, 59
-45, 77
-17, 179
58, 144
55, 87
-64, 107
-111, 133
-91, 157
-6, 74
32, 46
-72, 174
-104, 224
-37, 181
-43, 159
-37, 120
21, 118
6, 79
-16, 119
-6, 175
-29, 194
-77, 191
-78, 188
-10, 201
9, 224
-23, 201
-29, 146
-41, 167
1, 158
7, 106
-42, 91
-47, 140
-41, 198
-52, 202
-37, 155
-7, 84
29, 80
28, 144
71, 126
79, 115
12, 182
19, 177
80, 174
37, 186
-26, 173
-33, 93
-4, 29
2, 69
1, 153
28, 174
84, 181
62, 147
-48, 128
-78, 108
-38, 101
67, 125
85, 73
-20, 113
-135, 195
-86, 165
-30, 153
-82, 180
-39, 176
-23, 188
-35, 164
-7, 105
13, 124
-23, 184
-53, 153
-46, 86
14, 102
42, 201
-10, 260
-45, 262
-1, 207
32, 192
-29, 164
-83, 70
-127, 74
-171, 124
-83, 173
8, 158
0, 117
-21, 180
-45, 259
-99, 176
-94, 62
14, 49
79, 54
35, 53
-50, 125
-55, 92
-14, 25
-46, 39
-5, 59
93, 76
72, 123
-33, 162
-53, 143
-17, 145
-6, 131
-45, 106
6, 98
58, 95
52, 100
-25, 147
-40, 127
3, 79
3, 74
-7, 73
-16, 93
-31, 119
-9, 151
23, 104
27, 32
16, 92
-3, 122
-61, 72
-81, 102
-38, 133
-41, 100
-13, 44
17, 24
50, 112
33, 198
8, 138
-8, 21
11, 13
76, 45
72, 73
27, 81
31, 83
66, 150
41, 185
33, 81
-6, 23
-78, 69
-55, 144
-16, 128
-41, 124
-5, 135
39, 77
-31, 78
-100, 133
-6, 132
54, 107
9, 76
-53, 106
23, 84
36, 6
-21, 32
-30, 83
4, 82
-16, 110
-34, 94
-57, 43
-66, 82
39, 129
204, 93
200, 16
85, -5
33, 40
59, 92
111, 138
17, 205
-108, 202
-141, 83
-113, 74
-27, 135
29, 95
33, 65
36, 106
63, 132
57, 145
-12, 168
-11, 146
1, 45
33, -7
39, -5
0, 30
25, 117
89, 160
44, 165
-47, 189
-113, 185
-107, 125
-36, 101
-16, 93
-23, 84
-12, 56
-4, 40
-2, 29
-13, 6
-4, 47
22, 121
-2, 132
-26, 135
7, 187
52, 182
91, 166
59, 186
-14, 146
-42, 167
-18, 248
13, 125
-5, -10
-68, -48
-66, -2
63, 65
61, 95
7, 100
22, 62
-63, 123
-62, 194
29, 158
66, 87
73, 96
61, 78
15, 37
-25, 138
-45, 147
18, 34
59, -14
14, 34
30, 111
82, 151
0, 90
-118, 36
-175, 97
-100, 161
40, 142
15, 113
-78, 82
-104, 124
-77, 150
-52, 132
-37, 117
-60, 89
-104, 96
-104, 117
-31, 137
-22, 177
-54, 186
-143, 173
-64, 211
22, 255
32, 213
-14, 76
-29, 59
3, 100
31, 106
21, 86
-7, 54
-36, 103
-4, 66
54, 3
-14, 46
-51, 64
12, 118
35, 194
16, 221
23, 174
-53, 138
-116, 170
-100, 173
-93, 89
-27, 20
-34, -5
-9, 28
51, 71
93, 130
42, 141
-22, 175
7, 144
31, 123
52, 160
80, 155
5, 93
-55, 88
8, 96
86, 76
46, 73
-34, 61
-33, 61
3, 119
115, 104
105, 48
37, 79
-93, 112
-101, 155
-28, 105
-75, -4
-55, -14
-23, 58
-72, 114
-39, 49
71, -58
119, -6
57, 72
-30, 45
-33, 4
0, -51
10, -65
-7, 129
-11, 260
-57, 197
-56, 114
-14, 79
15, 109
43, 119
73, 119
16, 193
-34, 215
-30, 170
-29, 142
-58, 110
-53, 140
35, 186
39, 104
-31, 45
29, 77
70, 87
-8, 139
-43, 187
11, 184
44, 142
10, 96
33, 83
4, 106
-81, 99
-89, 29
-28, 27
-4, 105
8, 97
-5, 56
-28, 141
-22, 171
-12, 141
0, 158
-51, 129
-55, 105
-18, 145
-44, 165
-39, 193
-21, 187
28, 156
23, 127
-12, 143
-25, 144
1, 136
-24, 150
-28, 147
-67, 92
-16, 95
62, 186
4, 112
13, 60
54, 75
36, 106
13, 178
34, 190
48, 186
53, 215
34, 155
-14, 104
-25, 126
-13, 165
-82, 155
-90, 71
-4, 25
17, 72
-20, 134
-33, 136
-47, 81
-39, 81
-7, 96
41, 70
16, 103
-18, 170
-53, 153
-10, 124
-12, 143
-30, 163
-27, 99
-50, 48
24, 97
62, 120
-14, 93
-103, 86
-55, 92
43, 115
49, 105
-5, 157
-65, 170
-54, 57
-16, 68
-59, 175
-26, 222
129, 160
147, 81
113, 135
117, 165
71, 110
16, 140
-50, 168
-40, 139
26, 183
43, 141
23, 81
29, 61
-31, 92
-69, 134
9, 130
6, 47
-40, 2
8, 20
100, 50
31, 57
-61, 117
-51, 172
-1, 142
16, 38
19, 55
9, 133
1, 125
-22, 79
-77, 55
-124, 164
-30, 182
33, 149
48, 108
89, 72
52, 101
12, 136
39, 132
33, 104
61, 72
89, 107
50, 104
-9, 102
-59, 140
-81, 141
-66, 154
-35, 85
-41, 1
-71, 14
-3, 52
54, 89
-51, 110
-122, 173
-29, 187
8, 161
-63, 122
-78, 118
-24, 135
-63, 140
-44, 146
-7, 143
7, 130
-61, 86
-37, 98
12, 168
-78, 123
-88, 85
-116, 98
-117, 50
-76, 105
-43, 170
1, 132
-9, 118
-25, 136
-18, 181
-27, 197
17, 184
19, 165
18, 89
16, 93
-7, 156
22, 152
60, 143
20, 143
-39, 160
-22, 132
43, 64
50, 22
-23, 16
-12, 85
52, 126
50, 136
4, 126
-57, 136
-90, 120
-74, 35
-33, 46
19, 65
66, 64
36, 93
18, 61
-104, 58
-148, 97
17, 42
28, -12
-14, 66
-13, 127
10, 48
26, 33
47, 97
7, 143
-49, 150
-25, 180
-41, 184
-8, 89
55, 8
13, 37
6, 45
40, 72
-15, 82
-111, 89
-85, 89
34, 116
94, 77
78, 18
-46, 49
-42, 136
22, 210
-2, 179
-86, 83
-90, 69
51, 87
93, 139
58, 220
92, 204
89, 134
3, 17
-35, -36
11, 39
26, 121
15, 103
-41, 23
-80, 55
-44, 68
-23, 61
-24, 65
81, 91
187, 177
104, 124
-21, 76
-30, 66
-3, 69
20, 40
-29, 25
-55, 101
-15, 89
27, 62
54, 106
23, 90
63, 110
47, 174
-25, 174
6, 136
-12, 117
-53, 88
-9, 115
6, 140
-10, 138
-20, 175
11, 159
24, 158
8, 203
22, 121
48, 95
14, 138
23, 176
54, 123
52, 83
34, 103
-4, 102
-30, 107
60, 77
54, 48
-49, 36
-61, 40
6, 81
12, 76
-11, 82
-31, 46
-109, 28
-82, 120
19, 218
26, 174
21, 139
15, 128
-53, 158
-40, 136
11, 60
-23, 40
37, 46
101, 52
42, 82
-25, 36
-29, 42
-4, 50
33, 60
17, 128
-50, 73
-77, 50
2, 116
100, 161
56, 152
-16, 91
-33, 113
-18, 220
65, 240
108, 198
91, 140
82, 105
-21, 151
-126, 188
-124, 164
-29, 151
43, 161
-27, 128
-73, 123
-35, 125
-66, 143
-114, 154
-102, 126
-45, 81
72, 101
121, 126
34, 106
-93, 70
-142, 50
-63, 83
-9, 96
-44, 48
-96, 35
-37, 83
7, 111
-63, 128
-96, 146
-84, 112
-75, 119
-82, 135
-34, 84
17, 81
11, 80
-25, 90
-49, 100
-98, 121
-94, 115
-96, 115
-62, 124
-13, 85
2, 78
5, 83
-35, 87
-22, 106
43, 142
20, 136
13, 152
39, 184
8, 146
-43, 92
-67, 41
-13, 5
30, -14
26, -8
-61, 17
-44, 108
-15, 121
-86, 102
-25, 26
101, 23
136, 84
108, 102
50, 124
-40, 103
-24, 31
108, 60
166, 75
149, 66
38, 153
-35, 177
67, 114
136, 70
74, 122
-48, 147
-36, 76
6, 54
-23, 108
-41, 114
26, 135
54, 142
15, 158
21, 104
50, 24
12, 44
-34, 85
-41, 76
-42, 35
-34, 35
19, 131
63, 137
70, 123
-35, 171
-97, 152
-29, 96
-11, 92
43, 118
71, 103
69, 103
18, 68
-35, 61
-50, 115
-32, 186
9, 145
-39, 64
0, 0
55, -12
32, 44
30, 48
85, 44
96, 58
10, 78
35, 95
90, 66
25, 9
-88, -24
-68, 19
-83, 62
-153, 85
-53, 79
2, 86
-65, 97
-76, 133
-3, 176
12, 86
8, -20
67, 13
75, 100
37, 100
37, 28
74, 88
57, 151
-19, 88
-128, 65
-133, 97
-69, 85
-35, 62
-84, 41
-24, 52
35, 100
-40, 84
-53, 52
-5, 95
33, 95
34, 61
-55, 91
-136, 182
-48, 181
46, 73
37, 42
2, 52
-68, 38
-21, 31
133, 48
119, 133
-51, 214
-124, 129
-75, 88
-59, 127
-49, 122
-60, 124
-76, 111
-60, 51
-68, 4
-126, 91
-85, 160
-62, 131
-78, 230
-12, 238
12, 174
-15, 167
-46, 119
18, 50
92, 45
46, 114
-47, 207
-120, 172
-106, 61
-137, 14
-96, 19
36, 111
41, 97
-5, 64
-23, 148
27, 166
98, 128
96, 108
14, 117
-94, 122
-109, 111
-55, 71
-41, 6
-89, 17
-80, 77
-36, 76
-36, 54
-104, 84
-68, 120
10, 66
-4, 39
-44, 62
-18, 148
13, 173
-60, 128
-36, 101
20, 51
46, 15
41, 14
25, 45
22, 77
5, 54
57, 68
53, 126
-2, 163
-16, 128
-6, 120
-56, 108
-86, 79
-34, 61
3, 37
-14, 85
-23, 150
-14, 141
-113, 30
-181, -1
-42, 104
31, 237
19, 257
105, 174
142, 145
124, 131
34, 127
-8, 137
-32, 107
-46, 125
37, 197
-7, 180
-72, 135
12, 111
25, 123
52, 129
80, 137
-14, 193
-50, 217
29, 201
108, 176
57, 53
-11, -31
2, 13
39, 107
15, 138
0, 110
22, 86
30, 53
-33, 21
-36, 27
14, 61
10, 70
-2, 94
20, 109
52, 69
50, 71
46, 115
27, 178
19, 171
-45, 145
-72, 183
2, 159
51, 117
51, 109
47, 134
69, 161
28, 150
-39, 86
-6, 85
62, 121
88, 145
82, 130
37, 105
12, 114
63, 122
-7, 139
35, 89
167, 57
112, 0
15, 23
-14, 106
3, 141
3, 129
78, 97
173, 64
95, 90
17, 112
29, 79
16, 46
-66, 37
-71, 17
-65, 56
-116, 60
-115, 46
14, 69
-9, 3
-77, 5
-49, 32
-18, 96
24, 179
33, 139
-65, 138
-112, 142
-70, 95
-54, 110
-17, 85
58, 11
73, 94
-8, 167
-83, 130
-58, 74
40, 115
21, 58
-15, -32
105, 63
160, 130
43, 91
-55, 60
-27, 61
3, 73
-40, 147
-66, 218
-58, 136
-51, 46
-6, 97
45, 170
24, 183
27, 169
58, 176
25, 196
-48, 232
-73, 272
4, 221
85, 129
79, 103
-27, 167
-4, 208
52, 221
-14, 206
-100, 151
-139, 135
-66, 158
-16, 156
-51, 191
-45, 119
-17, 5
1, 47
-61, 123
-107, 87
-71, 69
-63, 56
-96, 8
-69, 79
-59, 176
-70, 144
-52, 85
9, 97
118, 115
134, 140
77, 124
-40, 100
-133, 131
-123, 126
-92, 82
-44, 102
-34, 85
-20, 130
16, 174
-14, 149
-56, 96
-28, 34
30, 28
14, 98
34, 74
15, 70
9, 160
65, 159
133, 108
152, 96
32, 166
-13, 263
46, 216
58, 100
78, 73
139, 109
78, 110
7, 155
22, 209
26, 160
-2, 36
-63, 25
-109, 94
-22, 103
62, 126
68, 120
12, 104
-37, 132
-20, 130
8, 104
6, 132
8, 89
-19, 113
15, 204
98, 229
103, 171
35, 127
-35, 133
-47, 137
13, 173
40, 149
33, 70
51, 98
27, 171
21, 185
81, 149
104, 102
4, 115
-100, 188
-48, 154
-3, 135
-61, 204
-43, 180
3, 116
6, 131
-26, 184
6, 173
67, 115
51, 133
24, 188
-13, 159
-9, 74
-6, 83
6, 123
40, 99
33, 85
-27, 150
28, 223
16, 139
-2, 90
75, 137
51, 168
-52, 161
-111, 122
-102, 131
-21, 158
-10, 93
-23, 14
26, 123
-1, 233
-90, 186
-8, 97
40, 80
44, 97
-6, 152
-53, 155
21, 102
0, 128
-52, 192
3, 109
25, 48
-90, 110
-145, 129
-74, 100
-49, 158
-68, 192
-75, 151
-91, 167
-130, 124
-59, 31
-4, 52
-67, 103
-69, 78
-39, 34
-54, 51
-44, 81
22, 127
8, 190
-45, 106
-68, 63
-89, 125
-90, 127
-66, 88
-118, 78
-120, 114
-57, 140
4, 115
12, 90
-16, 165
-40, 158
-63, 101
-50, 110
-16, 129
-27, 133
-36, 128
-59, 137
-103, 127
-62, 141
19, 169
-6, 133
-104, 63
-50, 69
78, 113
76, 142
-3, 71
-30, 91
-11, 191
0, 143
2, 111
-23, 101
-28, 152
-18, 207
-31, 158
-113, 101
-162, 95
-110, 120
-30, 132
73, 160
98, 164
32, 108
-17, 109
45, 92
90, 70
34, 172
-7, 182
-29, 64
-33, 32
-27, 68
60, 100
108, 93
25, 63
-42, 84
-3, 143
-23, 143
-26, 73
33, 173
-18, 236
-58, 143
-68, 135
-98, 217
-60, 205
51, 60
81, -30
-8, 40
22, 141
53, 169
17, 194
15, 207
42, 173
56, 158
97, 201
65, 182
-36, 111
48, 110
102, 149
42, 128
9, 70
7, 100
28, 161
28, 102
35, 77
11, 132
-47, 148
-27, 149
-24, 207
16, 223
43, 148
-16, 73
-5, 85
-30, 90
-91, 115
-73, 144
-11, 69
59, 41
19, 79
-21, 109
24, 166
35, 199
-33, 174
-52, 129
-88, 90
-56, 83
4, 82
32, 174
81, 231
45, 117
18, 11
16, 61
62, 105
83, 17
-27, -13
-91, 55
-14, 110
-18, 87
-31, 102
33, 112
48, 138
48, 134
5, 139
-25, 132
2, 82
19, 32
-58, -29
-57, 2
19, 87
47, 131
18, 115
-66, 136
-25, 138
12, 107
-74, 71
-28, 100
58, 80
48, 39
34, 78
98, 136
122, 107
-15, 66
-127, 60
-83, 66
-23, 99
21, 126
88, 179
25, 188
-57, 132
-13, 76
9, 36
-61, 69
-16, 142
85, 163
106, 122
32, 49
-18, 3
-5, 92
47, 134
24, 52
14, 47
32, 131
12, 155
-41, 143
-44, 134
-27, 108
-26, 115
-12, 78
27, -12
28, -25
61, 104
9, 93
-33, 41
-53, 127
-16, 147
-19, 86
-61, 105
4, 109
76, 86
46, 69
2, 67
-35, 67
-59, 111
-18, 61
46, 66
74, 138
22, 125
-81, 57
-78, 18
-41, 16
-101, 71
-86, 125
-68, 80
-64, 65
-56, 99
-35, 103
-30, 37
-34, -7
-45, 40
-69, 102
-22, 80
39, 78
-2, 95
-46, 115
-54, 58
-45, -31
-24, 6
43, 88
46, 140
-38, 155
-109, 119
-23, 85
60, 65
54, 82
18, 96
33, 115
17, 152
-17, 91
33, 9
48, 19
66, 86
76, 139
15, 135
-88, 76
-70, 67
20, 46
-41, 8
-55, 49
13, 65
49, 35
58, 24
70, 37
-32, 37
-93, 89
-22, 154
0, 117
-12, 84
11, 81
65, 62
60, 99
41, 122
38, 113
14, 82
43, 73
62, 126
65, 161
72, 156
54, 119
78, 163
21, 177
14, 154
22, 112
-94, 90
-105, 141
-35, 178
49, 153
136, 155
48, 196
-72, 147
-53, 21
42, 20
58, 123
-43, 163
-131, 195
-88, 171
2, 97
102, 43
82, 15
-23, -1
-41, 51
-62, 81
-49, 78
41, 55
13, 64
-33, 51
-31, 23
-5, 60
41, 123
26, 141
-25, 195
-29, 218
-91, 102
-115, -25
-72, -47
-24, 13
61, 94
101, 121
56, 129
-23, 110
-47, 80
17, 89
58, 124
16, 107
-6, 101
-5, 63
8, 107
28, 194
17, 158
-4, 142
29, 198
29, 226
-5, 159
42, 150
65, 167
7, 156
-15, 166
47, 174
64, 140
73, 143
60, 89
111, 16
110, 88
37, 150
20, 73
-22, 90
-8, 114
83, 59
76, 53
77, 106
83, 148
50, 154
25, 146
-23, 110
1, 132
-24, 155
-20, 187
48, 194
35, 127
17, 103
10, 104
-11, 92
8, 96
77, 76
65, 122
-14, 126
-70, 44
-12, 25
-31, 104
-56, 134
9, 105
-5, 120
17, 141
94, 153
63, 170
-14, 141
-34, 83
-15, 89
-44, 105
-95, 124
-48, 176
12, 152
9, 109
21, 119
21, 130
-1, 135
-79, 124
-101, 92
-7, 61
41, 66
5, 74
-5, 114
-3, 137
-15, 69
-29, -19
3, -4
18, 22
-13, 47
28, 116
8, 137
-37, 148
-6, 153
-1, 139
-51, 165
-24, 187
-20, 112
-23, 93
11, 109
3, 83
-9, 123
-20, 116
-29, 112
23, 181
26, 130
-36, 74
-44, 61
-31, 82
-2, 98
-35, 50
-18, 114
16, 125
-22, 60
-100, 41
-100, 76
-61, 119
-34, 138
57, 112
73, 127
-12, 171
-48, 216
-66, 188
-21, 105
-62, 100
-86, 123
-60, 46
-72, 79
-123, 125
-73, 104
-10, 160
-29, 175
-99, 103
-18, 50
6, 71
-100, 152
-89, 123
-6, 90
-8, 134
6, 175
40, 149
25, 101
-32, 103
-61, 137
-37, 184
-83, 104
-132, 59
-63, 78
-56, 86
-80, 88
-63, 97
-49, 85
-28, 101
-68, 118
-42, 54
40, 22
12, 53
-57, 116
8, 121
98, 110
83, 108
59, 69
-29, 22
-74, 128
72, 148
119, 83
-19, 68
-130, 88
-104, 184
14, 194
101, 156
